,yr,mo,dy,date,time,mag,slat,slon,radar,radar_dist,datetime,max_dbz,mean_dbz,max_zdr,mean_zdr,min_zdr,mean_cc,min_cc,count_30dbz,count_50dbz,count_60dbz,ratio_50_30,ratio_60_50,zdr_range,sig
107,2017,6,29,2017-06-29,20:40:00,3.75,41.27,-96.0,KOAX,30.34128732701666,2017-06-29 20:40:00,67.5,42.4,4.9375,1.8,-1.9375,0.97,0.2083333283662796,11258,2398,295,0.21298516742161827,0.12296790329303876,6.875,1
108,2018,4,10,2018-04-10,06:15:00,3.0,29.98,-81.49,KJAX,56.922222076507744,2018-04-10 06:15:00,65.0,38.8,4.9375,1.2,-1.9375,0.99,0.2483333349227905,4834,429,27,0.08872802481902792,0.06279069767441861,6.875,1
109,2016,7,27,2016-07-27,11:12:00,3.0,44.98,-94.03,KMPX,39.97114857542218,2016-07-27 11:12:00,66.5,41.0,4.875,1.5,-1.8125,0.98,0.4783333241939544,3362,603,47,0.1793041926851026,0.07781456953642384,6.6875,1
110,2020,7,10,2020-07-10,16:35:00,3.0,44.08,-103.3106,KUDX,39.42742443203011,2020-07-10 16:35:00,75.0,42.9,4.9375,2.1,-1.9375,0.96,0.2083333283662796,15255,3439,361,0.22541950707918196,0.10494186046511628,6.875,1
111,2016,5,26,2016-05-26,12:45:00,3.0,39.18,-94.19,KEAX,43.7186756319614,2016-05-26 12:45:00,67.5,42.1,4.9375,1.7,-1.9375,0.96,0.2083333283662796,4562,970,225,0.21257944334867412,0.23171987641606592,6.875,1
112,2020,7,10,2020-07-10,16:54:00,3.0,44.0666,-103.2223,KUDX,32.57791438801969,2020-07-10 16:54:00,74.5,42.3,4.9375,2.1,-1.9375,0.96,0.2083333283662796,18839,3984,678,0.21146496815286625,0.17013801756587202,6.875,1
113,2019,6,19,2019-06-19,16:30:00,3.0,37.55,-100.02,KDDC,23.721815137626045,2019-06-19 16:30:00,72.0,41.3,4.9375,2.1,-1.9375,0.93,0.2083333283662796,13886,2253,273,0.16223806437675523,0.12111801242236025,6.875,1
114,2014,6,16,2014-06-16,18:27:00,3.0,44.0131,-103.3,KUDX,39.93778558646811,2014-06-16 18:27:00,66.5,40.0,4.9375,2.1,-1.9375,0.96,0.2083333283662796,5536,656,71,0.11847570886761784,0.1080669710806697,6.875,1
115,2015,3,25,2015-03-25,17:05:00,3.0,36.148,-96.1084,KINX,48.5078989284873,2015-03-25 17:05:00,67.0,45.6,4.9375,1.8,-1.9375,0.96,0.2083333283662796,16731,5587,477,0.3339110686110447,0.08536148890479599,6.875,1
116,2018,6,6,2018-06-06,01:00:00,3.0,32.95,-96.9,KFWS,57.23380479082849,2018-06-06 01:00:00,66.0,42.1,4.9375,1.7,-1.9375,0.97,0.2450000047683715,6049,1111,88,0.18363636363636363,0.07913669064748201,6.875,1
117,2017,11,5,2017-11-05,14:36:00,3.0,38.6714,-90.171,KLSX,43.43364313731114,2017-11-05 14:36:00,63.0,41.3,4.9375,2.1,-1.9375,0.98,0.375,2064,331,5,0.16029055690072638,0.015060240963855422,6.875,1
118,2017,6,12,2017-06-12,16:35:00,3.0,40.94,-104.3,KCYS,47.54847369529847,2017-06-12 16:35:00,68.0,44.9,4.9375,2.4,-1.9375,0.97,0.2083333283662796,13858,4199,512,0.3029800129879501,0.1219047619047619,6.875,1
119,2019,4,13,2019-04-13,08:53:00,3.0,29.68,-98.52,KEWX,48.397128510717245,2019-04-13 08:53:00,67.0,40.3,4.9375,2.1,-1.9375,0.98,0.2083333283662796,12624,1584,42,0.12546534653465347,0.026498422712933754,6.875,1
120,2018,6,29,2018-06-29,17:30:00,3.0,44.23,-103.3496,KUDX,44.40485215794001,2018-06-29 17:30:00,70.5,44.0,4.9375,2.1,-1.9375,0.97,0.2083333283662796,10608,3009,263,0.2836271090583467,0.08737541528239202,6.875,1
121,2017,7,22,2017-07-22,16:30:00,3.0,39.42,-96.07,KTWX,49.69851829473297,2017-07-22 16:30:00,65.0,43.0,4.9375,2.6,-1.9375,0.95,0.2083333283662796,4795,1046,48,0.21809841534612176,0.045845272206303724,6.875,1
122,2015,8,2,2015-08-02,19:25:00,3.0,42.8882,-88.0379,KMKX,42.371697459341206,2015-08-02 19:25:00,63.5,44.3,4.9375,2.4,-1.3125,0.98,0.5983333587646484,6643,1944,24,0.2925948223961469,0.012339331619537276,6.25,1
123,2019,7,26,2019-07-26,19:20:00,3.0,45.08,-93.14,KMPX,43.85384784934492,2019-07-26 19:20:00,63.0,40.9,4.9375,2.0,-0.875,0.99,0.348333328962326,6850,1028,39,0.1500510874324916,0.037900874635568516,5.8125,1
124,2017,6,15,2017-06-15,18:06:00,3.0,37.05,-98.57,KVNX,52.84268021376247,2017-06-15 18:06:00,65.0,42.4,4.9375,2.0,-1.9375,0.94,0.2083333283662796,11725,2399,142,0.20458809483199727,0.059166666666666666,6.875,1
125,2019,8,11,2019-08-11,18:01:00,3.0,39.68,-101.92,KGLD,42.05145421194984,2019-08-11 18:01:00,69.5,43.4,4.9375,2.1,-1.875,0.97,0.2083333283662796,8317,2162,165,0.25991824957922577,0.07628294036061026,6.8125,1
126,2013,5,20,2013-05-20,13:27:00,3.25,35.51,-97.75,KTLX,49.24415839779447,2013-05-20 13:27:00,70.5,41.8,4.9375,2.2,-1.9375,0.96,0.2083333283662796,9660,1468,101,0.15195114377393645,0.06875425459496257,6.875,1
127,2019,4,13,2019-04-13,08:48:00,3.0,29.65,-98.62,KEWX,58.18026531439008,2019-04-13 08:48:00,69.0,40.4,4.9375,2.1,-1.9375,0.98,0.2083333283662796,11492,1357,88,0.11807186983381189,0.06480117820324006,6.875,1
128,2015,5,26,2015-05-26,18:45:00,3.0,36.25,-98.11,KVNX,54.38180149311594,2015-05-26 18:45:00,64.5,42.1,4.9375,2.3,-1.9375,0.97,0.2416666597127914,3942,692,39,0.17550088764899824,0.05627705627705628,6.875,1
129,2011,5,23,2011-05-23,15:29:00,3.0,36.47,-98.25,KVNX,32.14033820553844,2011-05-23 15:29:00,67.5,43.8,4.9375,2.5,-1.9375,0.96,0.2083333283662796,18051,4505,135,0.24955683580766674,0.02996005326231691,6.875,1
130,2019,8,5,2019-08-05,11:36:00,3.0,45.03,-93.78,KMPX,27.727729967482325,2019-08-05 11:36:00,64.5,40.6,4.9375,1.7,-1.9375,0.96,0.2083333283662796,24396,1474,42,0.06041726441775628,0.02847457627118644,6.875,1
131,2020,8,14,2020-08-14,17:10:00,3.0,40.5893,-98.0596,KUEX,43.37512650369881,2020-08-14 17:10:00,65.5,42.2,4.9375,2.7,-1.9375,0.86,0.2083333283662796,8074,1902,96,0.23554179566563468,0.05044666316342617,6.875,1
132,2020,5,4,2020-05-04,16:42:00,3.41,35.12,-97.17,KTLX,23.653494925540613,2020-05-04 16:42:00,65.5,43.0,4.9375,2.2,-1.9375,0.95,0.2083333283662796,13015,2736,144,0.21020282728948986,0.052612349287541105,6.875,1
133,2015,5,26,2015-05-26,18:38:00,3.0,36.23,-98.16,KVNX,56.7070799783444,2015-05-26 18:38:00,67.0,42.9,4.9375,2.3,-1.625,0.96,0.2583333253860473,3119,690,59,0.22115384615384615,0.085383502170767,6.5625,1
134,2016,5,16,2016-05-16,19:33:00,3.0,35.54,-101.93,KAMA,40.74407978119806,2016-05-16 19:33:00,68.0,42.3,4.9375,2.5,-1.9375,0.96,0.2083333283662796,6119,1424,207,0.2326797385620915,0.14526315789473684,6.875,1
135,2013,8,30,2013-08-30,19:07:00,3.0,46.78,-101.07,KBIS,23.70222245869917,2013-08-30 19:07:00,70.0,41.3,4.9375,2.0,-1.9375,0.96,0.2083333283662796,7035,1323,192,0.18803297328027288,0.14501510574018128,6.875,1
136,2013,3,18,2013-03-18,14:51:00,3.0,32.8,-86.57,KBMX,43.69740258192207,2013-03-18 14:51:00,70.0,43.5,4.9375,2.3,-1.9375,0.96,0.2083333283662796,4628,991,188,0.2140851155757183,0.18951612903225806,6.875,1
137,2016,5,16,2016-05-16,19:40:00,3.0,35.52,-101.92,KAMA,38.36702564189953,2016-05-16 19:40:00,65.5,41.0,4.9375,2.6,-1.9375,0.96,0.2083333283662796,7876,1379,25,0.17506664973974864,0.018115942028985508,6.875,1
138,2012,6,15,2012-06-15,14:20:00,3.0,25.73,-80.27,KAMX,20.162106894956064,2012-06-15 14:20:00,63.0,40.6,4.9375,1.6,-1.9375,0.98,0.2083333283662796,9002,822,3,0.09130289903365545,0.0036452004860267314,6.875,1
139,2018,6,29,2018-06-29,17:18:00,3.0,44.2733,-103.4045,KUDX,50.12850610259888,2018-06-29 17:18:00,70.5,44.7,4.9375,1.5,-1.9375,0.97,0.2083333283662796,9721,2982,611,0.30672701090310633,0.20482735501173316,6.875,1
140,2018,6,14,2018-06-14,19:16:00,3.0,48.72,-100.5,KMBX,45.79484851532689,2018-06-14 19:16:00,72.0,44.2,4.9375,1.7,-1.9375,0.95,0.2083333283662796,7311,1918,258,0.262308533916849,0.1344450234497134,6.875,1
141,2017,4,16,2017-04-16,19:14:00,3.0,35.2,-101.25,KAMA,41.94368589560918,2017-04-16 19:14:00,65.0,41.8,4.9375,2.0,-1.9375,0.91,0.2083333283662796,3365,730,55,0.21687462863933452,0.07523939808481532,6.875,1
142,2019,6,25,2019-06-25,16:05:00,3.0,40.47,-98.65,KUEX,25.025958086903103,2019-06-25 16:05:00,70.0,44.5,4.9375,2.4,-1.9375,0.9,0.2083333283662796,24558,7738,1472,0.3150779754876013,0.19020545290089158,6.875,1
143,2013,3,30,2013-03-30,20:30:00,3.0,35.8166,-95.2995,KINX,46.1798786660744,2013-03-30 20:30:00,69.0,43.2,4.9375,2.1,-1.9375,0.95,0.2083333283662796,5724,1585,257,0.27685589519650655,0.16204287515762925,6.875,1
144,2014,5,14,2014-05-14,17:29:00,3.0,40.65,-80.58,KPBZ,32.96065922642455,2014-05-14 17:29:00,68.5,40.9,4.9375,2.2,-1.875,0.97,0.2083333283662796,5215,853,78,0.16353527607361965,0.09133489461358314,6.8125,1
145,2016,4,12,2016-04-12,20:35:00,3.0,29.47,-98.47,KEWX,49.42697986787332,2016-04-12 20:35:00,69.0,42.2,4.9375,1.2,-1.9375,0.97,0.2083333283662796,11522,2780,183,0.24125661720038186,0.06580366774541532,6.875,1
146,2018,5,19,2018-05-19,19:09:00,3.0,33.4628,-101.8824,KLBB,21.091177170163952,2018-05-19 19:09:00,68.0,44.1,4.9375,2.9,-1.9375,0.94,0.2083333283662796,20994,5403,378,0.25734698737794715,0.06994818652849741,6.875,1
147,2019,8,10,2019-08-10,16:42:00,3.0,44.23,-103.39,KUDX,47.49669732355498,2019-08-10 16:42:00,70.5,41.9,4.9375,1.5,-1.9375,0.96,0.2083333283662796,5985,1303,256,0.21767457400601403,0.19631901840490798,6.875,1
148,2016,6,28,2016-06-28,14:04:00,3.5,37.92,-99.41,KDDC,52.39421540566569,2016-06-28 14:04:00,67.0,40.4,4.9375,2.1,-1.875,0.96,0.3016666769981384,2502,408,80,0.1630043947263284,0.19559902200489,6.8125,1
149,2012,7,23,2012-07-23,13:30:00,3.0,42.58,-74.75,KENX,55.82386960335535,2012-07-23 13:30:00,67.5,42.5,4.9375,2.0,-1.875,0.98,0.2916666567325592,3396,671,79,0.197527229908743,0.11755952380952381,6.8125,1
150,2012,4,28,2012-04-28,16:33:00,3.0,38.8345,-90.8563,KLSX,23.587956636185712,2012-04-28 16:33:00,72.0,41.0,4.9375,2.0,-1.9375,0.98,0.2083333283662796,27614,4124,360,0.14933912728589535,0.08727272727272728,6.875,1
151,2020,5,22,2020-05-22,17:29:00,3.0,34.12,-98.68,KFDR,36.28175305355804,2020-05-22 17:29:00,67.0,42.6,4.9375,2.1,-1.9375,0.96,0.2083333283662796,22860,4173,199,0.18253794672149073,0.04767609008145664,6.875,1
152,2015,6,27,2015-06-27,16:25:00,3.0,47.59,-97.64,KMVX,25.310960765159667,2015-06-27 16:25:00,64.5,41.5,4.9375,2.2,-1.9375,0.95,0.2083333283662796,21390,3638,67,0.1700715254078818,0.018411651552624347,6.875,1
153,2020,5,21,2020-05-21,19:55:00,3.0,31.52,-100.36,KSJT,20.592871663425868,2020-05-21 19:55:00,70.5,42.7,4.9375,1.9,-1.9375,0.96,0.2083333283662796,12783,2640,338,0.2065081351689612,0.12798182506626277,6.875,1
154,2020,7,18,2020-07-18,18:30:00,3.0,47.1,-92.4,KDLH,32.9942156445272,2020-07-18 18:30:00,72.0,42.7,4.9375,1.9,-1.75,0.98,0.2083333283662796,12169,2182,184,0.17929334428923582,0.0842876775080165,6.6875,1
155,2014,6,30,2014-06-30,12:55:00,3.5,41.3996,-93.3809,KDMX,45.98223858002667,2014-06-30 12:55:00,67.0,45.2,4.9375,1.6,-1.9375,0.98,0.2083333283662796,26704,5875,358,0.2199962553828871,0.060925799863852964,6.875,1
156,2015,4,22,2015-04-22,17:18:00,3.0,34.83,-102.0,KAMA,50.71932424686936,2015-04-22 17:18:00,75.0,42.8,4.9375,1.5,-1.9375,0.97,0.2083333283662796,19551,4383,1040,0.2241714402618658,0.23722627737226276,6.875,1
157,2015,6,25,2015-06-25,17:45:00,3.0,37.74,-100.31,KDDC,30.046226800624943,2015-06-25 17:45:00,70.5,40.9,4.9375,2.1,-1.9375,0.92,0.2083333283662796,10193,1636,342,0.16048656072199333,0.20891875381795968,6.875,1
158,2012,5,19,2012-05-19,17:03:00,3.0,37.67,-98.04,KICT,53.04990998769131,2012-05-19 17:03:00,69.5,44.4,4.9375,2.7,-1.9375,0.97,0.2416666597127914,13165,3667,354,0.2785204314142488,0.0965103598691385,6.875,1
159,2019,6,18,2019-06-18,19:33:00,3.0,35.65,-101.39,KAMA,55.85989212317905,2019-06-18 19:33:00,73.5,44.9,4.9375,1.6,-1.9375,0.95,0.2083333283662796,7687,2455,442,0.31932882414151925,0.17996742671009772,6.875,1
160,2014,7,27,2014-07-27,12:30:00,3.0,43.64,-84.17,KDTX,56.73174388333531,2014-07-27 12:30:00,66.5,43.9,4.8125,1.3,-1.9375,0.96,0.5583333373069763,2104,540,47,0.25653206650831356,0.08687615526802218,6.75,1
161,2012,4,15,2012-04-15,00:45:00,2.5,39.5,-96.4,KTWX,58.491233028662506,2012-04-15 00:45:00,66.5,43.3,4.9375,1.9,-1.9375,0.98,0.2083333283662796,13275,2900,199,0.21843928894245254,0.06859703550499828,6.875,1
162,2018,6,19,2018-06-19,13:40:00,2.5,39.62,-104.78,KFTG,26.546305909989247,2018-06-19 13:40:00,72.5,41.3,4.9375,2.2,-1.9375,0.92,0.2083333283662796,6320,1314,261,0.20787850023730423,0.19847908745247148,6.875,1
163,2017,5,19,2017-05-19,14:45:00,2.5,34.08,-98.56,KFDR,47.49421803809776,2017-05-19 14:45:00,66.5,41.7,4.9375,1.7,-1.9375,0.98,0.2083333283662796,14479,2014,56,0.13908839779005525,0.027791563275434243,6.875,1
164,2019,6,22,2019-06-22,17:26:00,2.75,38.07,-97.8,KICT,57.28542954970815,2019-06-22 17:26:00,64.5,40.6,4.9375,2.1,-1.9375,0.97,0.2083333283662796,6698,881,16,0.13151216599492463,0.018140589569160998,6.875,1
165,2013,8,30,2013-08-30,19:15:00,2.5,48.0,-101.23,KMBX,50.829260934278544,2013-08-30 19:15:00,67.5,41.8,4.9375,2.2,-1.9375,0.93,0.2083333283662796,5738,1156,72,0.2014288203519777,0.06222990492653414,6.875,1
166,2014,8,9,2014-08-09,19:47:00,2.75,39.7911,-98.55,KUEX,59.61265673491805,2014-08-09 19:47:00,66.0,43.9,4.9375,1.5,-1.9375,0.98,0.2083333283662796,10243,2910,146,0.2840687231550176,0.05015458605290278,6.875,1
167,2018,6,29,2018-06-29,17:09:00,2.5,44.3535,-103.451,KUDX,57.21442292001702,2018-06-29 17:09:00,78.5,43.9,4.9375,1.6,-1.9375,0.97,0.2083333283662796,10542,2543,610,0.24120269373043726,0.23977987421383648,6.875,1
168,2016,5,1,2016-05-01,19:50:00,2.0,39.711,-86.0082,KIND,23.42743964379704,2016-05-01 19:50:00,72.5,40.6,4.9375,1.8,-1.9375,0.93,0.2083333283662796,10080,1565,308,0.1552425354627517,0.1966794380587484,6.875,1
169,2019,8,5,2019-08-05,11:36:00,2.75,45.01,-93.77,KMPX,25.48532187372401,2019-08-05 11:36:00,64.5,40.4,4.9375,1.7,-1.9375,0.96,0.2083333283662796,25022,1474,42,0.05890580665787475,0.02847457627118644,6.875,1
170,2014,5,20,2014-05-20,17:32:00,2.75,39.62,-104.01,KFTG,49.60386332247155,2014-05-20 17:32:00,75.5,44.7,4.9375,1.3,-1.9375,0.98,0.2083333283662796,9804,3274,911,0.33391126976032637,0.2781679389312977,6.875,1
171,2016,5,1,2016-05-01,19:50:00,2.0,39.72,-85.89,KIND,33.611895464158586,2016-05-01 19:50:00,72.5,41.9,4.9375,1.8,-1.9375,0.94,0.2083333283662796,7897,1508,308,0.1909344137756394,0.20410868124585818,6.875,1
172,2018,6,19,2018-06-19,14:06:00,2.75,39.61,-104.71,KFTG,23.3366360524876,2018-06-19 14:06:00,64.0,41.0,4.9375,2.3,-1.9375,0.92,0.2083333283662796,7897,1336,77,0.16915674854393517,0.05759162303664921,6.875,1
173,2016,4,12,2016-04-12,20:55:00,2.5,29.4514,-98.3853,KEWX,43.53335305551077,2016-04-12 20:55:00,72.0,43.0,4.9375,1.1,-1.9375,0.96,0.2083333283662796,22834,4535,463,0.19859864243485878,0.10207231040564374,6.875,1
174,2015,5,26,2015-05-26,19:23:00,2.0,36.49,-98.02,KVNX,29.149274540080928,2015-05-26 19:23:00,62.0,39.4,4.9375,2.1,-1.875,0.94,0.2083333283662796,3944,460,16,0.11660329531051965,0.03470715835140998,6.8125,1
175,2017,3,27,2017-03-27,12:14:00,2.0,36.6433,-88.5062,KPAH,52.874756569738594,2017-03-27 12:14:00,70.0,41.4,4.9375,1.8,-1.9375,0.99,0.4583333432674408,11130,1651,188,0.1483244991465277,0.11380145278450363,6.875,1
176,2016,4,10,2016-04-10,16:01:00,2.5,33.55,-101.38,KLBB,40.2424904506315,2016-04-10 16:01:00,67.0,41.7,4.9375,2.2,-1.9375,0.96,0.2083333283662796,3596,577,127,0.16041145398943565,0.21972318339100347,6.875,1
177,2020,8,5,2020-08-05,16:41:00,2.0,38.75,-104.74,KPUX,59.1733432614954,2020-08-05 16:41:00,71.0,42.6,4.9375,2.1,-1.9375,0.96,0.2349999994039535,2979,675,186,0.22651006711409397,0.27514792899408286,6.875,1
178,2018,6,12,2018-06-12,18:00:00,2.5,35.35,-101.38,KAMA,33.305201758410035,2018-06-12 18:00:00,71.5,42.1,4.9375,2.3,-1.9375,0.92,0.2083333283662796,6273,1467,177,0.2338221230474976,0.12057220708446867,6.875,1
179,2017,4,16,2017-04-16,17:20:00,2.5,31.9815,-102.6155,KMAF,41.42564221073214,2017-04-16 17:20:00,71.0,42.2,4.9375,2.2,-1.9375,0.95,0.2083333283662796,26021,5297,610,0.20355852739989239,0.11513778784446961,6.875,1
180,2012,7,23,2012-07-23,12:13:00,2.5,42.8722,-74.3263,KENX,38.65586145107255,2012-07-23 12:13:00,69.0,40.5,4.9375,2.2,-1.9375,0.98,0.2083333283662796,4525,494,43,0.10914714980114892,0.08686868686868687,6.875,1
181,2016,4,20,2016-04-20,14:30:00,2.0,31.17,-100.78,KSJT,36.269150573756114,2016-04-20 14:30:00,72.0,41.1,4.9375,2.2,-1.9375,0.95,0.2083333283662796,4785,858,161,0.17927287923109067,0.18742724097788127,6.875,1
182,2015,6,12,2015-06-12,17:58:00,2.5,32.3,-102.021,KMAF,42.646802025341785,2015-06-12 17:58:00,71.5,38.7,4.9375,1.4,-1.9375,0.96,0.2083333283662796,7074,722,147,0.10204946996466431,0.2033195020746888,6.875,1
183,2020,5,20,2020-05-20,01:19:00,2.5,46.3,-108.94,KBLX,56.156531355051406,2020-05-20 01:19:00,68.5,46.1,4.9375,1.3,-1.9375,0.96,0.6616666913032532,3028,1255,141,0.414328161109277,0.11226114649681529,6.875,1
184,2014,6,14,2014-06-14,19:00:00,2.75,39.5062,-102.049,KGLD,36.19633118885537,2014-06-14 19:00:00,71.5,44.2,4.9375,1.2,-1.9375,0.97,0.2083333283662796,17897,5374,1504,0.3002570119566432,0.27981395348837207,6.875,1
185,2014,7,27,2014-07-27,13:10:00,2.0,43.81,-83.96,KDTX,41.6569216134036,2014-07-27 13:10:00,65.0,42.9,4.9375,1.6,-1.875,0.97,0.7049999833106995,1530,326,33,0.21293272370999347,0.10091743119266056,6.8125,1
186,2014,7,27,2014-07-27,12:49:00,2.0,43.67,-84.0,KDTX,42.79474518190413,2014-07-27 12:49:00,68.0,40.3,4.8125,1.1,-1.9375,0.97,0.5649999976158142,2188,325,60,0.14846962083142987,0.18404907975460122,6.75,1
187,2020,8,4,2020-08-04,19:48:00,2.5,38.84,-103.87,KPUX,49.61294789878304,2020-08-04 19:48:00,73.5,43.4,4.9375,1.7,-1.9375,0.96,0.2083333283662796,8790,2146,485,0.24411329769082016,0.22589659990684677,6.875,1
188,2018,6,19,2018-06-19,12:55:00,2.0,40.86,-105.3,KCYS,52.31224403448511,2018-06-19 12:55:00,74.5,41.3,4.9375,1.9,-1.9375,0.95,0.2083333283662796,4780,876,143,0.18322526668061076,0.1630558722919042,6.875,1
189,2013,8,30,2013-08-30,13:45:00,2.75,44.08,-103.365,KUDX,43.76960408330466,2013-08-30 13:45:00,66.0,41.1,4.9375,2.1,-1.9375,0.94,0.2083333283662796,4176,875,22,0.2094804883887958,0.02511415525114155,6.875,1
190,2015,3,31,2015-03-31,19:17:00,2.5,35.37,-96.68,KTLX,53.014895453053,2015-03-31 19:17:00,65.5,41.3,4.9375,2.1,-1.9375,0.95,0.2083333283662796,4817,873,87,0.18119551681195517,0.09954233409610984,6.875,1
191,2014,7,10,2014-07-10,11:25:00,2.0,36.71,-77.06,KAKQ,30.437325522882187,2014-07-10 11:25:00,68.0,40.0,4.9375,1.2,-1.9375,0.98,0.2083333283662796,28744,2781,100,0.09674726039311185,0.035945363048166784,6.875,1
192,2013,7,10,2013-07-10,18:00:00,2.5,43.749,-103.244,KUDX,52.612933558180345,2013-07-10 18:00:00,69.5,43.3,4.9375,2.1,-1.9375,0.97,0.2083333283662796,3469,1029,247,0.29654178674351583,0.23980582524271846,6.875,1
193,2016,7,29,2016-07-29,19:35:00,2.5,40.23,-104.6,KFTG,50.14769529481096,2016-07-29 19:35:00,70.0,42.6,4.9375,1.9,-1.9375,0.96,0.3183333277702331,5807,1197,326,0.20609504132231404,0.27212020033388984,6.875,1
194,2014,9,1,2014-09-01,17:48:00,2.75,37.23,-97.02,KICT,58.75614578811809,2014-09-01 17:48:00,64.5,41.5,4.9375,2.4,-1.875,0.98,0.2483333349227905,8973,1422,30,0.15845776688210386,0.02108222066057625,6.8125,1
195,2015,3,25,2015-03-25,17:00:00,2.0,36.15,-96.1379,KINX,51.148420968503686,2015-03-25 17:00:00,67.0,45.8,4.9375,1.9,-1.9375,0.96,0.2083333283662796,15851,5491,404,0.3463916225082009,0.07356154406409322,6.875,1
196,2016,11,2,2016-11-02,14:17:00,2.0,39.23,-94.46,KEAX,51.82755645683129,2016-11-02 14:17:00,70.5,41.7,4.9375,1.3,-1.75,0.98,0.2349999994039535,4432,680,91,0.15339499210466953,0.13362701908957417,6.6875,1
197,2020,5,26,2020-05-26,16:02:00,2.0,30.42,-97.0,KGRK,48.60662865962062,2020-05-26 16:02:00,70.0,42.5,4.9375,1.6,-1.9375,0.96,0.4850000143051147,1383,331,57,0.23916184971098267,0.1716867469879518,6.875,1
198,2017,5,31,2017-05-31,15:30:00,2.75,30.28,-81.39,KJAX,35.86325436108412,2017-05-31 15:30:00,59.0,40.4,4.9375,1.8,-1.9375,0.98,0.2083333283662796,18100,1504,0,0.08308933208110049,0.0,6.875,1
199,2017,6,17,2017-06-17,19:15:00,2.0,37.71,-100.34,KDDC,33.083359025848225,2017-06-17 19:15:00,72.5,41.1,4.9375,2.2,-1.9375,0.93,0.2083333283662796,9395,1550,103,0.16496381438910174,0.06640876853642812,6.875,1
200,2017,4,2,2017-04-02,20:17:00,2.5,26.27,-97.5,KBRO,40.88782079490803,2017-04-02 20:17:00,69.5,41.3,4.9375,2.2,-1.9375,0.97,0.2083333283662796,7981,1264,129,0.15835630167877726,0.10197628458498023,6.875,1
201,2013,10,4,2013-10-04,17:21:00,2.75,41.02,-95.86,KOAX,52.23085545568136,2013-10-04 17:21:00,67.0,41.2,4.9375,1.6,-1.9375,0.98,0.2516666650772095,2553,474,49,0.1855912294440094,0.1031578947368421,6.875,1
202,2018,8,6,2018-08-06,14:37:00,2.5,38.71,-104.69,KPUX,53.1313326293273,2018-08-06 14:37:00,70.5,43.4,4.9375,2.3,-1.9375,0.95,0.2183333337306976,5613,1377,199,0.2452796579978625,0.1444121915820029,6.875,1
203,2017,4,20,2017-04-20,23:10:00,2.0,33.88,-99.18,KFDR,55.94620315923527,2017-04-20 23:10:00,71.5,41.6,4.9375,2.1,-1.9375,0.97,0.2083333283662796,7739,1209,179,0.1562015503875969,0.14793388429752066,6.875,1
204,2020,5,27,2020-05-27,19:39:00,2.0,29.83,-97.67,KEWX,37.71575364776695,2020-05-27 19:39:00,69.5,43.6,4.9375,1.7,-1.875,0.98,0.5616666674613953,9320,2269,279,0.24342881665057398,0.12290748898678414,6.8125,1
205,2016,4,30,2016-04-30,02:31:00,2.0,29.95,-98.29,KEWX,39.71075680972236,2016-04-30 02:31:00,65.5,41.6,4.9375,1.6,-1.9375,0.98,0.2083333283662796,18817,2821,81,0.14990966096290786,0.028703047484053862,6.875,1
206,2019,6,25,2019-06-25,16:31:00,2.0,40.43,-97.8,KUEX,54.87913019178938,2019-06-25 16:31:00,68.5,39.5,4.9375,2.0,-1.9375,0.93,0.2249999940395355,2798,407,61,0.14540907466952482,0.14950980392156862,6.875,1
207,2017,6,13,2017-06-13,17:32:00,2.5,40.4905,-98.6769,KUEX,28.243744198963302,2017-06-13 17:32:00,66.5,44.8,4.9375,2.8,-1.9375,0.94,0.2083333283662796,9938,3031,188,0.3049602575711842,0.06200527704485488,6.875,1
208,2020,5,20,2020-05-20,17:00:00,2.5,33.2107,-101.4167,KLBB,59.48018064042728,2020-05-20 17:00:00,68.0,41.0,4.9375,2.3,-1.6875,0.97,0.2083333283662796,5806,1048,131,0.18047184432581367,0.12488083889418494,6.625,1
209,2013,8,6,2013-08-06,18:55:00,2.0,44.7785,-93.2454,KMPX,26.31064360844612,2013-08-06 18:55:00,69.0,45.7,4.9375,1.6,-1.9375,0.96,0.2083333283662796,6170,1916,175,0.3104845243882677,0.0912884715701617,6.875,1
210,2012,7,4,2012-07-04,16:36:00,2.0,40.38,-79.81,KPBZ,38.87277531838996,2012-07-04 16:36:00,64.0,41.0,4.9375,2.3,-1.9375,0.98,0.2083333283662796,4776,552,24,0.11555369478752354,0.0433996383363472,6.875,1
211,2013,5,21,2013-05-21,13:25:00,2.0,42.395,-73.6982,KENX,36.83332610975699,2013-05-21 13:25:00,69.0,43.2,4.9375,2.0,-1.9375,0.97,0.2083333283662796,7819,2048,210,0.2618925831202046,0.10248901903367497,6.875,1
212,2019,8,11,2019-08-11,18:35:00,2.0,45.91,-109.04,KBLX,34.04075405622379,2019-08-11 18:35:00,70.5,41.6,4.9375,2.5,-1.9375,0.97,0.2083333283662796,10673,1812,137,0.1697582911748173,0.075565361279647,6.875,1
213,2017,5,9,2017-05-09,17:28:00,2.0,34.38,-103.31,KFDX,38.9791373904372,2017-05-09 17:28:00,72.5,43.7,4.9375,1.4,-1.9375,0.96,0.2083333283662796,13220,3376,733,0.2553513349973527,0.21705655907610305,6.875,1
